sats,time,long,lat,velocity,heading,height,vert-vel,GPS-Longacc,turn-radius,Centre-Line-Deviation,AbsHead,Longacc,Latacc,rel-height,value
7,74902.9,118.8126468,31.87184305,58.042,149.34,10.69,0.216,-0.1,6.60E+02,-2.69E+03,-2010.7,-0.1,-0.35,4.463,safe
6,74745.1,118.8073653,31.88259155,56.516,159.28,9.99,0.612,-0.13,1.00E+03,-3.14E+03,-2000.7,-0.13,0.2,2.611,safe
8,72901.3,118.8170177,31.89632678,0.881,148.71,10.88,-0.108,0.02,1.17E-02,1.18E+02,-931.29,0.02,0.29,0.346,safe
9,74858.8,118.8123164,31.87240078,68.812,154.89,10.39,0.108,-0.27,7.82E+02,-2.72E+03,-2005.1,-0.27,-0.37,4.405,safe
10,83531.7,118.7399897,31.96839162,79.922,105.38,41.92,-0.072,-0.02,1.00E+03,-1.28E+03,-974.62,-0.02,0.19,40.832,safe
9,82857,118.6790139,31.94905957,56.203,51.34,13.09,0,0.03,9.25E+02,8.92E+02,-1028.7,0.03,-0.03,7.483,safe
9,75959.1,118.7956467,31.8759442,109.173,275.82,18.92,-1.044,0.14,1.00E+03,-7.26E+03,-1164.2,0.14,-0.17,11.995,safe
10,80352.2,118.7270531,31.88863745,107.548,316.13,49.52,-2.124,-0.01,1.00E+03,-1.99E+03,-1123.9,-0.01,-0.03,41.521,safe
10,83514.2,118.7369694,31.96947407,50.376,119.89,38.91,1.008,0.02,1.00E+03,-1.56E+03,-960.11,0.02,0.19,38.291,safe
7,74705.6,118.8059144,31.88878768,41.042,175.28,8.54,0.036,-0.04,3.84E+02,-3.28E+03,-1984.7,-0.04,0.06,-0.228,safe
8,83217.1,118.7109105,31.97167933,73.578,33.06,10.58,-0.252,0.08,5.24E+02,-2.01E+03,-1046.9,0.08,-0.02,9.066,safe
9,80215.6,118.7543293,31.88032042,105.434,277.31,58.19,0.54,0.11,1.00E+03,-4.57E+03,-1162.7,0.11,0.02,50.6,safe
10,81139.8,118.6773482,31.93653768,1.14,238.9,22.4,0.036,0.32,1.00E+03,1.86E+03,-1201.1,0.32,-1.35,15.096,safe
9,80254.8,118.7424651,31.88207093,103.172,280.24,59.55,0.936,0.01,1.00E+03,-3.45E+03,-1159.8,0.01,0.11,51.869,safe
9,74621.5,118.8052264,31.89538473,23.375,85.49,9.92,0.252,0.12,6.68E+01,-3.33E+03,-2074.5,0.12,-0.17,-0.313,safe
8,83616.7,118.7518134,31.96897488,100.497,79.91,29.06,-0.9,0.06,1.00E+03,-1.70E+03,-1000.1,0.06,0.01,28.722,safe
8,74214.2,118.7927408,31.89114513,28.879,224.55,16.92,0.864,0.03,7.53E+01,-2.08E+03,-1935.5,0.03,-0.15,6.721,safe
8,73830.6,118.8170083,31.89633018,2.396,266.7,10.97,0.18,0.17,7.89E-01,1.21E+02,-1893.3,0.17,-0.01,0.347,safe
8,82723.4,118.6708242,31.93325152,63.947,297.78,16.16,-1.26,0.02,1.01E+02,1.38E+03,-1142.2,0.02,-0.18,12.429,safe
10,80905.3,118.6800042,31.93758358,66.347,247.27,29.45,-0.54,-0.13,5.03E+02,2.11E+03,-1192.7,-0.13,0.24,21.086,safe
6,71738.5,118.818822,31.89280697,0.924,114.93,11.75,0,0.26,1.54E-01,2.51E-02,114.93,0.26,-0.53,0.017,safe
10,80648.5,118.6959678,31.91524793,53.455,302.39,29.55,-0.216,0.03,1.00E+03,9.50E+02,-1137.6,0.03,0.13,22.948,safe
8,74749,118.807558,31.88205327,52.994,164.77,11.79,0.504,-0.1,2.01E+02,-3.12E+03,-1995.2,-0.1,0.09,3.178,safe
6,72334.7,118.8188236,31.89279872,1.05,125.8,9.82,-0.108,0.3,1.00E+03,4.62E-01,-234.2,0.3,-0.65,0.04,safe
8,82758.2,118.6693437,31.93988692,98.787,12.15,20.36,-0.792,0.21,1.00E+03,1.52E+03,-1067.9,0.21,0.07,15.95,safe
7,74053.2,118.7966569,31.8943762,74.409,240.92,13.67,0.756,0.01,6.58E+02,-1.78E+03,-1919.1,0.01,-0.33,3.146,safe
9,80003.5,118.7942197,31.87608027,112.789,277.07,17.89,-0.612,0.08,8.16E+02,-7.13E+03,-1162.9,0.08,-0.05,10.819,safe
6,84008.2,118.7569741,31.96376142,33.382,188.26,19.31,0,0.03,1.01E+02,-2.65E+03,-1251.7,0.03,-0.01,20.601,safe
8,75452.3,118.8084744,31.88000632,82.819,343.45,14.78,0.504,-0.01,1.00E+03,-4.36E+03,-2176.5,-0.01,0,6.036,safe
10,83405.6,118.7314425,31.97333087,83.808,132.82,24.57,1.656,-0.25,1.00E+03,-2.09E+03,-947.18,-0.25,0.07,23.18,safe
8,74024.3,118.8023523,31.8952079,51.349,265.12,10.47,0.792,0.03,1.27E+02,-1.24E+03,-1894.9,0.03,0.06,0.378,safe
10,83559.3,118.7473674,31.96833033,82.326,79.62,33.74,-1.008,-0.07,6.55E+02,-1.28E+03,-1000.4,-0.07,0.09,33.368,safe
10,82914.9,118.6811771,31.95042595,58.377,59.82,12.27,0.36,0.22,1.00E+03,6.87E+02,-1020.2,0.22,-0.03,7.955,safe
10,80520.3,118.7100643,31.90668795,94.913,320.59,25.52,0.792,0.02,1.00E+03,-3.84E+02,-1119.4,0.02,0.22,17.475,safe
9,74950.8,118.8049338,31.87024352,65.425,254.05,16.95,-1.332,-0.01,1.00E+03,-3.42E+03,-1906,-0.01,-0.16,9.802,safe
9,74954.1,118.8043179,31.87007165,67.9,249.32,15.6,-1.584,0.02,7.20E+02,-3.48E+03,-1910.7,0.02,0.2,8.424,safe
10,80358.1,118.7257549,31.88978622,109.392,316.01,45.57,-2.556,0.05,1.00E+03,-1.87E+03,-1124,0.05,0.06,37.667,safe
10,83341.5,118.7263103,31.97646247,87.611,110.12,15.7,1.656,-0.13,1.00E+03,-2.57E+03,-969.88,-0.13,0.26,14.339,safe
10,80500.2,118.7133446,31.90249287,98.946,328.31,31.02,-1.368,-0.17,1.00E+03,-6.94E+02,-1111.7,-0.17,0.07,23.54,safe
9,83121.8,118.7036663,31.96203937,97.281,32.67,9.69,-1.224,0.19,1.00E+03,-1.33E+03,-1047.3,0.19,-0.02,8.398,safe
10,83113.6,118.7025304,31.96050942,78.261,32.15,11.21,-1.368,-0.04,1.00E+03,-1.22E+03,-1047.9,-0.04,-0.12,11.534,safe
6,74800,118.8081337,31.8803739,74.716,163.24,11.5,0.252,-0.47,6.26E+02,-3.07E+03,-1996.8,-0.47,0.03,3.283,safe
10,82906.3,118.6800578,31.94976972,50.092,52.05,12.48,-0.108,0,6.46E+02,7.92E+02,-1028,0,0.09,7.818,safe
6,83904.1,118.7573181,31.96780148,43.111,192.32,28.46,-0.144,0.04,1.40E+02,-2.62E+03,-887.68,0.04,-0.33,24.902,safe
9,74955.7,118.8040208,31.86997798,67.29,249.98,14.89,-1.548,-0.05,1.00E+03,-3.50E+03,-1910,-0.05,0.01,7.723,safe
9,75550.7,118.8147453,31.88254017,52.115,81.87,9.29,-0.36,0.12,5.18E+02,-4.95E+03,-2078.1,0.12,-0.17,3.225,safe
10,82646.3,118.6760914,31.9359735,26.438,218.33,22.37,0.612,0.16,7.70E+01,1.77E+03,-1221.7,0.16,0.08,18.533,safe
8,74138.1,118.7956302,31.89367543,42.862,220.94,14.56,0.54,0.25,2.30E+02,-1.88E+03,-1939.1,0.25,0.41,4.26,safe
8,82803,118.6697464,31.94103558,100.551,20.17,18.81,-1.44,-0.06,5.58E+02,1.48E+03,-1059.8,-0.06,-0.05,14.52,safe
10,83112.6,118.7024101,31.96034512,76.747,31.22,11.63,-1.08,0.2,5.31E+02,-1.21E+03,-1048.8,0.2,0.05,11.85,safe
10,83410,118.7321151,31.9728097,57.983,132.41,26.66,1.116,-0.19,1.00E+03,-2.02E+03,-947.59,-0.19,-0.02,24.92,safe
9,83348.9,118.7281334,31.97569857,95.245,120.92,18.95,1.26,-0.12,1.00E+03,-2.40E+03,-959.08,-0.12,-0.14,17.409,safe
8,75535.9,118.8134947,31.88235102,45.251,80.85,9.88,-0.36,-0.28,1.66E+02,-4.83E+03,-2079.2,-0.28,-0.12,3.672,safe
7,71733.1,118.8188222,31.89280693,0.897,44.38,11.69,-0.108,0.25,1.00E+03,-4.00E-04,44.38,0.25,-0.2,0.027,safe
7,81227.2,118.6770311,31.93639012,2.406,268.12,22.26,-0.072,0.15,2.36E-01,1.83E+03,-1531.9,0.15,-0.17,16.191,safe
8,75541.1,118.813843,31.88239363,13.061,82.95,9.14,0.216,0.22,2.01E+01,-4.87E+03,-2077.1,0.22,-0.15,3.401,safe
6,72715.1,118.8184574,31.8946123,27.541,343.77,10.95,0,-0.15,7.39E+01,3.79E+01,-736.23,-0.15,0.37,0.039,safe
8,74534.3,118.8018704,31.89479185,75.2,85.28,10.17,-0.324,-0.03,2.03E+02,-3.02E+03,-2074.7,-0.03,-0.18,-0.26,safe
10,83244.9,118.7151745,31.97557708,68.953,58.78,10.29,0.252,-0.13,3.66E+02,-2.41E+03,-1021.2,-0.13,0,7.844,safe
9,74444.3,118.7935062,31.89152445,32.276,62.03,16.92,-0.72,0,8.91E+01,-2.31E+03,-2098,0,-0.14,5.288,safe
8,74449.8,118.793994,31.89195087,53.443,41.06,14.59,-1.116,0.19,5.10E+02,-2.35E+03,-2118.9,0.19,-0.04,3.604,safe
10,80353.4,118.72679,31.88887002,107.29,315.97,48.68,-2.52,-0.04,1.00E+03,-1.97E+03,-1124,-0.04,-0.05,40.774,safe
8,74137.4,118.7956874,31.89372972,40.43,222.08,14.46,0.108,0.04,1.74E+02,-1.87E+03,-1937.9,0.04,0.2,4.198,safe
9,80800.9,118.6860076,31.92937723,92.304,339.4,17.39,-1.008,0.06,1.00E+03,1.85E+03,-1100.6,0.05,0.01,15.742,safe
9,74423.9,118.7919561,31.8902146,19.878,70.47,21.38,-0.72,0.22,1.34E+01,-2.16E+03,-2089.5,0.22,0.06,10.713,safe
9,75803.3,118.8204298,31.87799137,57.81,324.11,22.13,1.728,0.1,1.36E+02,-5.84E+03,-1475.9,0.1,-0.03,13.911,safe
10,80449.3,118.7149909,31.90020988,97.237,327.51,34.11,-0.036,-0.08,1.00E+03,-8.50E+02,-1112.5,-0.08,-0.07,26.381,safe
8,74914.9,118.8122173,31.8710866,47.465,264.43,13.71,0.54,0.15,9.07E+02,-2.73E+03,-1895.6,0.15,-0.08,6.091,safe
10,75916.6,118.8091323,31.87613488,105.593,262.34,22.41,2.052,-0.02,1.00E+03,-6.99E+03,-1177.7,-0.02,-0.21,15.254,safe
10,80530.5,118.7080913,31.90845938,95.473,312.71,28.99,1.728,-0.03,1.00E+03,-1.97E+02,-1127.3,-0.03,-0.01,21.703,safe
10,80734.9,118.6884871,31.92341177,103.615,339.44,25.89,-0.252,-0.03,1.00E+03,1.66E+03,-1100.6,-0.03,-0.07,19.633,safe
8,82748.2,118.6690901,31.93758052,87.828,357.81,19.81,0.828,0.06,1.00E+03,1.54E+03,-1082.2,0.06,-0.13,15.261,safe
9,74440.7,118.7931999,31.89142663,31.665,70.93,17.62,-0.576,-0.08,1.56E+02,-2.28E+03,-2089.1,-0.08,-0.16,5.799,safe
10,75844.6,118.8183182,31.87797333,89.473,249.62,9.74,-0.396,-0.11,3.85E+02,-6.12E+03,-1190.4,-0.11,0.06,4.858,safe
9,75549.1,118.8145171,31.88250322,47.176,77.68,9.21,-0.036,0.1,3.52E+02,-4.93E+03,-2082.3,0.1,-0.25,3.306,safe
9,80027,118.7868722,31.87729178,104.454,283.68,20.85,1.332,-0.01,1.00E+03,-6.43E+03,-1156.3,-0.01,0.06,13.62,safe
8,75715.1,118.8253901,31.87801673,59.707,209.15,14.26,1.656,0.06,2.23E+02,-5.91E+03,-1590.9,0.06,-0.18,5.877,safe
8,74019.4,118.8029702,31.89527407,35.946,258.36,9.9,0.216,0,1.00E+03,-1.18E+03,-1901.6,0,-0.16,0.072,safe
8,75119.9,118.8031358,31.8695298,57.394,71.82,13.23,-0.036,0.11,1.00E+03,-3.80E+03,-2088.2,0.11,-0.2,5.799,safe
9,75155.3,118.8105632,31.8706908,74.46,83.23,16.96,-1.728,0.05,8.89E+02,-4.50E+03,-2076.8,0.05,0.33,9.84,safe
8,74436.6,118.7928849,31.89122177,38.085,43.25,18.02,-0.864,-0.2,1.00E+03,-2.25E+03,-2116.8,-0.2,-0.32,6.553,safe
6,72704.8,118.818697,31.89391928,24.196,320.88,10.56,0.144,0.22,3.89E+01,1.50E+01,-759.12,0.22,0.24,-0.291,safe
9,80108.6,118.7746924,31.87977498,106.136,277.24,30.6,0.072,-0.06,1.00E+03,-5.28E+03,-1162.8,-0.06,0.22,23.051,safe
7,73232.9,118.8170181,31.89632613,0.835,153.24,10.83,-0.036,0.24,1.00E+03,1.19E+02,-1286.8,0.24,-0.63,0.349,safe
9,75650.7,118.8255473,31.88193795,61.855,179.29,14.12,0.252,-0.1,2.81E+02,-5.89E+03,-1980.7,-0.1,0.12,4.996,safe
9,83037.2,118.6976262,31.95536028,83.626,56.96,10.17,0.288,-0.04,5.12E+02,-7.57E+02,-1023,-0.04,-0.11,9.053,safe
10,82705.2,118.6738544,31.93453645,67.837,231.92,19.91,-1.476,0.05,1.00E+03,1.56E+03,-1208.1,0.05,-0.06,16.441,safe
10,83050.2,118.6997982,31.95699385,71.994,41.27,12.93,0.9,0.08,5.93E+02,-9.62E+02,-1038.7,0.08,-0.11,12.298,safe
8,74842.9,118.8106208,31.87502793,58.327,149.89,11.71,0.144,-0.01,1.00E+03,-2.88E+03,-2010.1,-0.01,-0.07,6.769,safe
10,80531.7,118.7078431,31.90865327,95.403,312.39,29.46,1.728,0.06,1.00E+03,-1.74E+02,-1127.6,0.06,0,22.278,safe
10,83537.2,118.7413054,31.96809452,88.453,102.34,40.69,-0.72,0.02,1.00E+03,-1.16E+03,-977.66,0.02,0.02,40.154,safe
6,75241.9,118.8119958,31.87341947,2.525,332.82,12.91,0.288,-0.05,1.36E+00,-4.64E+03,-2187.2,-0.05,0.14,6.033,safe
10,83440.7,118.7336072,31.971653,16.467,131.49,29.26,0.504,0.06,1.00E+03,-1.88E+03,-948.51,0.06,-0.06,29.139,safe
9,80321.2,118.7347209,31.88379867,107.366,293.46,53.2,-0.972,-0.02,1.00E+03,-2.72E+03,-1146.5,-0.02,0.01,45.713,safe
9,80158.4,118.7596178,31.87989988,103.181,271.83,51.06,1.62,0.13,1.00E+03,-5.07E+03,-1168.2,0.13,-0.09,43.61,safe
9,83540.1,118.7420678,31.9679805,93.355,98.07,39.82,-0.864,0.22,5.57E+02,-1.08E+03,-981.93,0.22,-0.28,39.458,safe
9,75550.4,118.8147002,31.88253427,51.4,80.51,9.3,-0.216,0.17,3.78E+02,-4.95E+03,-2079.5,0.17,0.19,3.246,safe
10,83053.8,118.7002676,31.95748655,70.189,36.16,13.53,0,-0.01,1.00E+03,-1.01E+03,-1043.8,-0.01,0.21,13.041,safe
8,84017.9,118.7568401,31.96296698,29.406,186.72,22.83,-0.612,0.23,7.43E+01,-2.66E+03,-1253.3,0.23,0.15,21.092,safe
9,75607.5,118.8183592,31.88294405,84.037,83.74,8.95,0,0.2,8.19E+02,-5.29E+03,-2076.3,0.2,0.05,3.188,safe
8,73852.3,118.8146345,31.89610323,51.176,264.81,10.79,-0.396,-0.14,2.18E+02,-1.02E+02,-1895.2,-0.14,0.18,0.58,safe
9,75126.7,118.8043493,31.86987897,68.574,71.42,15.75,1.8,0.13,3.15E+02,-3.91E+03,-2088.6,0.13,-0.02,7.855,safe
9,80028.7,118.7863648,31.87739918,104.973,284.2,21.44,1.224,0.15,1.00E+03,-6.39E+03,-1155.8,0.15,0.06,14.204,safe
10,80856.1,118.6815291,31.93797203,50.864,280.54,27.24,1.44,0.07,5.51E+01,2.22E+03,-1159.5,0.07,0.31,18.209,safe
9,83351.8,118.7287991,31.97533542,90.502,124.48,19.62,1.152,-0.16,1.00E+03,-2.34E+03,-955.52,-0.16,-0.09,18.41,safe
9,74923.6,118.8107336,31.87094115,67.179,263.16,16.49,1.8,0.02,2.89E+02,-2.87E+03,-1896.8,0.02,-0.07,9.134,safe
8,74029.1,118.8015939,31.89516768,54.649,266.09,10.97,0.108,0.12,4.08E+02,-1.31E+03,-1893.9,0.12,-0.08,0.719,safe
10,83507.7,118.7361242,31.96992003,54.177,123.84,37.22,1.188,0.02,1.00E+03,-1.64E+03,-956.16,0.02,0.09,36.644,safe
7,74741.1,118.8071622,31.88310577,53.883,164.02,9.14,0.504,-0.21,1.00E+03,-3.16E+03,-1996,-0.21,0.03,2.04,safe
10,75938,118.8023876,31.87569425,108.735,268.97,27.85,-0.396,-0.02,1.00E+03,-7.63E+03,-1171,-0.02,0.05,20.664,safe
4,81207.9,118.6770786,31.93640583,6.662,221.8,23.25,0.396,0.5,1.32E+00,1.83E+03,-1218.2,0.5,-0.04,15.027,aggressive
8,72804.6,118.8178464,31.89622325,22.859,318.64,11.82,-0.108,-0.02,8.66E+01,9.57E+01,-761.36,-0.02,-0.02,0.092,safe
7,82943.8,118.6860825,31.9524624,69.12,70.34,10.23,0.144,0.08,7.17E+02,2.24E+02,-1009.7,0.08,0.1,7.255,safe
9,75009.2,118.8020557,31.86940298,31.127,251.94,13.75,0.432,-0.28,4.50E+02,-3.69E+03,-1908.1,-0.28,0.14,6.196,safe
9,73945,118.8066045,31.89556105,33.253,266.63,10.35,0.072,-0.01,3.11E+02,-8.40E+02,-1893.4,-0.01,-0.35,0.583,safe
8,82854.3,118.6786663,31.94880565,59.401,50.67,12.98,0.072,-0.24,1.00E+03,9.25E+02,-1029.3,-0.24,-0.26,7.471,safe
8,72804.8,118.8178372,31.89623203,23.471,318.16,11.79,-0.324,0.09,3.36E+01,9.65E+01,-761.84,0.09,0.08,0.083,safe
5,72709.1,118.8185806,31.89418423,27.37,347.16,10.73,0.108,0.14,4.93E+01,2.62E+01,-732.84,0.14,0.12,-0.329,safe
8,83211.8,118.7102515,31.97084893,77.298,33.27,11.08,-0.36,0.07,1.00E+03,-1.95E+03,-1046.7,0.07,-0.07,9.326,safe
8,73909.1,118.8119223,31.89587993,64.39,267.08,10.98,0.216,0.18,1.00E+03,-3.59E+02,-1892.9,0.18,0.09,0.85,safe
9,80010.6,118.791907,31.87636195,110.662,279.41,17.43,-0.144,-0.12,1.00E+03,-6.91E+03,-1160.6,-0.12,0.09,10.155,safe
6,74147.4,118.7947328,31.89275255,50.392,217.25,15.06,-0.036,-0.15,1.00E+03,-1.96E+03,-1942.8,-0.15,-0.21,4.869,safe
10,83435.4,118.7334172,31.97179523,17.27,134.2,28.99,0.324,0.34,1.00E+03,-1.90E+03,-945.8,0.34,-0.06,28.636,safe
8,74035.7,118.8003943,31.89510703,69.114,264.59,11.41,-0.108,0,3.11E+02,-1.43E+03,-1895.4,0,0.15,0.825,safe
7,83849.7,118.7579332,31.96852153,19.346,273.95,26.07,0.216,0.08,6.08E+01,-2.57E+03,-806.05,0.08,0.04,23.547,safe
10,83127.7,118.7046355,31.96328545,101.181,32.44,8.18,-0.18,0.09,1.00E+03,-1.42E+03,-1047.6,0.09,0.07,7.164,safe
10,75648,118.8255528,31.88233978,55.596,181.69,13.46,0.18,0.03,1.00E+03,-5.89E+03,-1978.3,0.03,0.14,4.802,safe
9,80923.8,118.6776404,31.93669313,8.187,225.37,23.25,-0.036,-0.35,8.19E+00,1.88E+03,-1214.6,-0.35,0.34,15.12,safe
9,80050.5,118.779985,31.87880995,98.734,284.44,28.87,1.152,0,1.00E+03,-5.78E+03,-1155.6,0,-0.04,21.41,safe
6,72817.6,118.8170972,31.89633328,11.509,265.91,11.56,0.288,0,9.28E+00,1.22E+02,-814.09,0,0.21,-0.005,safe
8,83158.9,118.7086943,31.96882487,68.125,32.89,9.4,0.252,0.11,1.00E+03,-1.80E+03,-1047.1,0.11,0.06,8.263,safe
7,73035.8,118.8170173,31.89632598,0.895,341.72,11.07,0.072,0.25,1.00E+03,1.19E+02,-1098.3,0.25,0.08,0.356,safe
8,74046.5,118.7980217,31.89485103,75.609,255.88,12.35,0.54,-0.31,2.80E+02,-1.65E+03,-1904.1,-0.31,0.26,1.901,safe
8,75231.1,118.8123908,31.87277218,47.198,333.75,12.67,0.252,-0.14,2.50E+02,-4.68E+03,-2186.2,-0.14,-0.14,4.998,safe
8,83210.5,118.710091,31.97063465,79.157,32.6,11.24,-0.252,-0.08,1.00E+03,-1.93E+03,-1047.4,-0.08,-0.11,9.375,safe
10,83334.2,118.7246318,31.97689973,76.474,102.9,12.99,1.8,0.4,8.91E+02,-2.73E+03,-977.1,0.4,-0.07,10.746,safe
9,80927.6,118.6775773,31.93664895,5.991,237.95,23.31,0,0.02,2.86E+01,1.88E+03,-1202.1,0.02,0.04,15.123,safe
7,73742.9,118.8170121,31.89633058,0.826,142.52,11.32,0.036,0.23,1.00E+03,1.21E+02,-1657.5,0.23,-0.58,0.319,safe
7,74650,118.805674,31.89142225,81.975,176.08,10.71,-0.612,-0.1,1.00E+03,-3.30E+03,-1983.9,-0.1,-0.06,0.493,safe
10,75104.5,118.8018916,31.86935387,3.265,237.38,13.75,0.216,0.24,3.21E+00,-3.71E+03,-1922.6,0.24,0.24,6.326,safe
8,73935,118.8077693,31.89564322,44.234,264.66,10.67,0,-0.08,5.71E+02,-7.30E+02,-1895.3,-0.08,0.09,0.808,safe
8,74057.2,118.7961138,31.89406788,30.155,233.02,14.31,0.648,-0.52,1.85E+02,-1.83E+03,-1927,-0.52,-0.1,3.793,aggressive
10,80815.8,118.6845068,31.93218597,84.137,332.68,14.69,-0.864,-0.26,1.00E+03,1.99E+03,-1107.3,-0.26,-0.19,12.335,safe
6,74757.7,118.8079936,31.8807794,71.171,164.32,11.23,0.072,-0.01,6.94E+02,-3.08E+03,-1995.7,-0.01,-0.15,3.166,safe
6,72733.8,118.8181438,31.8957093,15.428,354.23,12.66,0.36,0.07,4.28E+01,6.77E+01,-725.77,0.07,-0.16,-0.169,safe
9,75611.3,118.8193091,31.88300933,87.642,86.96,9.06,0.36,0.26,1.00E+03,-5.38E+03,-2073,0.26,0.13,3.439,safe
10,80855.4,118.6816293,31.93795003,49.9,288.71,27,1.44,0.09,6.97E+01,2.21E+03,-1151.3,0.09,0.43,17.931,safe
9,82806.5,118.6701623,31.94185515,102.718,26.21,16.81,-1.98,0.08,7.01E+02,1.44E+03,-1053.8,0.08,0.02,12.811,safe
8,74058.6,118.7960554,31.89402818,6.088,232.63,14.49,0.54,-0.52,5.40E+00,-1.84E+03,-1927.4,-0.52,-0.02,4.019,aggressive
9,83303,118.7181659,31.97672423,62.031,74.56,8.26,-0.54,0.19,1.00E+03,-2.70E+03,-1005.4,0.19,-0.18,6.337,safe
9,83122.5,118.7037752,31.96218357,98.552,33.12,9.58,-1.188,0.17,1.00E+03,-1.34E+03,-1046.9,0.17,-0.01,8.2,safe
10,83106.7,118.7017708,31.95943452,70.949,31.82,13.26,-0.612,-0.1,1.00E+03,-1.15E+03,-1048.2,-0.1,0.01,12.974,safe
9,83219.6,118.7111983,31.97206273,71.799,33.13,10.27,-0.72,-0.08,1.00E+03,-2.04E+03,-1046.9,-0.08,-0.08,8.779,safe
10,83539.9,118.7420136,31.9679868,93.569,98.35,39.88,-0.864,0.08,4.18E+02,-1.09E+03,-981.65,0.08,0.21,39.507,safe
10,80855.8,118.6815728,31.93796408,50.799,284,27.14,1.584,0.11,8.31E+01,2.22E+03,-1156,0.11,0.41,18.09,safe
5,75354.3,118.8119053,31.87352013,24.604,321.38,13.79,0.576,0.06,9.55E+01,-4.63E+03,-2198.6,0.06,0.2,6.145,safe
9,74939.2,118.8073293,31.87061473,75.76,263.3,22.49,-0.936,0.03,6.35E+02,-3.19E+03,-1896.7,0.03,-0.01,15.306,safe
9,75410.2,118.8110941,31.8745906,4.185,315.99,14.88,0,0.11,2.63E+01,-4.55E+03,-2204,0.11,0.03,7.303,safe
8,74536.9,118.8023988,31.89484147,63.996,82.51,9.73,-0.432,-0.06,4.07E+02,-3.07E+03,-2077.5,-0.06,-0.26,-0.435,safe
8,72802.9,118.817916,31.89614572,22.994,324.64,11.85,0.36,0.24,7.79E+01,8.91E+01,-755.36,0.24,-0.36,0.075,safe
7,74731.5,118.8066207,31.88468663,78.332,163.86,7.81,-0.036,0.12,7.19E+02,-3.21E+03,-1996.1,0.12,-0.29,1.003,safe
6,83235.9,118.7134416,31.97445648,87.015,47.15,9.32,0.072,0,1.00E+03,-2.25E+03,-1032.9,0,-0.07,7.027,safe
10,80413.3,118.7222741,31.8928247,111.975,315.33,36.91,-1.764,-0.1,1.00E+03,-1.54E+03,-1124.7,-0.1,-0.01,28.434,safe
9,75145.3,118.8083663,31.87049152,79.576,84.36,22.44,-1.476,-0.15,6.78E+02,-4.29E+03,-2075.6,-0.15,-0.33,14.975,safe
9,75617.3,118.820878,31.88305095,88.003,88.32,9.42,0.108,-0.12,1.00E+03,-5.53E+03,-2071.7,-0.12,-0.15,3.838,safe
6,74810.9,118.8086507,31.87884882,51.126,167.05,12.63,-0.036,0.31,2.32E+02,-3.02E+03,-1993,0.31,-0.25,4.858,safe
7,72500.8,118.8188214,31.89280005,0.865,355.58,10.56,0,0.25,1.00E+03,7.15E-01,-364.42,0.25,0.02,-0.011,safe
9,80323.5,118.7340626,31.88405777,107.678,296.27,52.91,-0.684,0.21,1.00E+03,-2.66E+03,-1143.7,0.21,-0.35,45.147,safe
10,80724.3,118.6897834,31.92090508,103.293,331.86,26.57,-0.468,0.1,1.00E+03,1.53E+03,-1108.1,0.1,-0.05,20.339,safe
8,83212.7,118.7103653,31.970993,77.318,34.85,10.9,-0.324,-0.01,1.00E+03,-1.96E+03,-1045.2,-0.01,-0.1,9.235,safe
7,83850.5,118.7578878,31.96852392,18.976,271.28,26.15,0.144,-0.26,8.88E+01,-2.57E+03,-808.72,-0.26,0.15,23.59,safe
9,75711.7,118.8255828,31.87847332,55.866,188.67,13.99,0.612,0.24,1.60E+02,-5.89E+03,-1611.3,0.24,0.32,4.89,safe
10,83519,118.7376379,31.96916285,57.51,117.21,40.03,0.684,0.03,5.49E+02,-1.50E+03,-962.79,0.03,0.04,39.469,safe
10,83335.2,118.7248514,31.97685498,77.772,103.72,13.37,1.872,0.09,8.64E+02,-2.71E+03,-976.28,0.09,0.28,11.28,safe
10,75942.3,118.80101,31.87568352,109.221,269.81,26.77,-1.224,-0.02,1.00E+03,-7.76E+03,-1170.2,-0.02,-0.06,19.688,safe
7,83933.3,118.7571023,31.96568002,3.415,182.88,21.36,0.108,-0.1,4.41E+01,-2.64E+03,-897.12,-0.1,0.05,20.047,safe
10,80850.7,118.6820602,31.9375483,48.732,344.42,25.27,1.548,-0.26,9.02E+01,2.17E+03,-1095.6,-0.26,0.33,16.024,safe
9,80837.6,118.6821024,31.93582693,51.963,338.44,22.93,0.36,-0.09,1.18E+02,2.17E+03,-1101.6,-0.09,0.03,12.446,safe
9,73950.2,118.8062215,31.89553142,24.3,264.94,10.13,-0.108,0.04,1.00E+03,-8.77E+02,-1895.1,0.04,-0.2,0.461,safe
6,73538.6,118.8170172,31.89632315,0.991,118.51,9.99,0.036,0.28,3.12E-02,1.20E+02,-1681.5,0.28,-0.58,0.311,safe
10,80612.4,118.6981985,31.91409238,83.782,301.96,29.91,-0.396,-0.27,1.00E+03,7.38E+02,-1138,-0.27,0.05,23.871,safe
7,82952.6,118.6878081,31.95292405,69.919,73.98,10.34,-0.108,0.09,2.85E+02,6.12E+01,-1006,0.09,0.35,7.393,safe
10,80547.5,118.704334,31.91098577,97.091,302.69,34.05,0.252,0.07,1.00E+03,1.58E+02,-1137.3,0.07,0.09,27.384,safe
6,72632.2,118.8187622,31.8927537,9.301,185.98,9.36,0.072,0.14,7.39E+00,-3.91E+00,-534.02,0.14,0.01,-0.113,safe
