sats,time,long,lat,velocity,heading,height,vert-vel,GPS-Longacc,turn-radius,Centre-Line-Deviation,AbsHead,Longacc,Latacc,rel-height,value
8,73954.3,118.8058911,31.89550463,30.882,265.97,10.3,0.432,0.08,1.40E+02,-9.08E+02,-1894,0.08,-0.04,0.522,safe
8,82754.9,118.6691757,31.93910263,94.283,8.03,20.72,-0.072,-0.13,6.25E+02,1.53E+03,-1072,-0.13,-0.18,16.241,safe
8,83024.9,118.6949673,31.95423145,74.823,74.19,10.9,0.216,-0.22,1.00E+03,-5.05E+02,-1005.8,-0.22,0.1,9.079,safe
5,74720,118.8061531,31.88688335,73.202,171.32,9.96,-0.432,-0.11,4.48E+02,-3.25E+03,-1988.7,-0.11,-0.14,0.941,safe
8,74204.5,118.7932571,31.89153932,25.719,240.76,15.49,0.72,0.08,4.53E+01,-2.03E+03,-1919.2,0.08,0.19,5.116,safe
8,74034.8,118.8005739,31.89512057,67.057,265.96,11.41,0.144,-0.04,4.21E+02,-1.41E+03,-1894,-0.04,0.01,0.823,safe
9,75956.9,118.7963482,31.87588913,109.533,274.66,19.57,-1.332,-0.06,1.00E+03,-7.33E+03,-1165.3,-0.06,0.14,12.76,safe
8,74503.9,118.7957857,31.89337273,50.485,51.57,14.88,-0.648,-0.13,1.00E+03,-2.44E+03,-2108.4,-0.13,0.15,3.283,safe
9,74935.8,118.8080902,31.87069523,77.855,263.43,22.65,1.152,0.01,1.00E+03,-3.12E+03,-1896.6,0.01,-0.07,15.191,safe
10,83105,118.7015774,31.95917045,74.771,31.94,13.5,-0.396,0.04,1.00E+03,-1.13E+03,-1048.1,0.04,0.02,13.165,safe
8,74205.5,118.7931953,31.89150913,23.26,234.76,15.59,0.432,-0.03,6.38E+01,-2.03E+03,-1925.2,-0.03,0.52,5.281,safe
10,80544.1,118.7051418,31.91052438,97.244,304.9,33.69,0.684,0,1.00E+03,8.12E+01,-1135.1,0,0.21,26.91,safe
6,72639.5,118.8188969,31.89272058,7.712,73.1,9.27,-0.108,-0.14,9.66E+00,-6.83E+00,-646.9,-0.14,-0.12,-0.112,safe
9,80154.5,118.7607842,31.87985958,100.991,272.29,49.04,1.548,0.19,1.00E+03,-5.18E+03,-1167.7,0.19,-0.02,41.637,safe
9,80253.5,118.7428512,31.88201045,102.878,280.47,59.19,1.008,-0.09,1.00E+03,-3.49E+03,-1159.5,-0.09,0.06,51.53,safe
8,74131.8,118.7960292,31.89400817,12.561,228.21,14.27,-0.036,0.13,1.76E+02,-1.84E+03,-1931.8,0.13,-0.03,4.133,safe
9,81409.3,118.6762723,31.9361515,0.989,338.61,23.41,0.036,0.28,1.00E+03,1.79E+03,-1461.4,0.28,0.1,18.122,safe
10,75425,118.8106369,31.8754277,51.773,331,15.22,-0.864,0.03,4.26E+02,-4.51E+03,-2189,0.03,0.17,7.378,safe
8,83855.5,118.7576001,31.96846112,23.742,235.69,27.04,0.576,0.13,2.13E+01,-2.59E+03,-844.31,0.13,0.15,23.904,safe
10,82911.5,118.6807126,31.95017022,53.431,55.2,12.35,0.108,-0.05,8.50E+02,7.31E+02,-1024.8,-0.05,0.1,7.959,safe
7,74212,118.7928709,31.89125708,27.229,225.17,15.83,0.9,-0.15,2.19E+01,-2.07E+03,-1934.8,-0.15,-0.05,6.245,safe
9,80204.5,118.7577525,31.8799912,105.468,275.17,54.38,1.764,0.14,1.00E+03,-4.90E+03,-1164.8,0.14,-0.29,46.756,safe
10,75846.3,118.8178916,31.87784323,91.495,250.87,9.73,0,-0.07,1.00E+03,-6.16E+03,-1189.1,-0.07,0.1,4.772,safe
7,74911.2,118.8126468,31.87117622,35.671,240.7,12.17,0.468,0.09,1.06E+02,-2.69E+03,-1919.3,0.09,-0.7,5.517,safe
9,80757.1,118.6863574,31.92854947,92.075,339.91,17.65,-0.864,0.12,1.00E+03,1.82E+03,-1100.1,0.12,-0.05,16.705,safe
9,80228.7,118.7502917,31.88088075,104.681,280.36,57.53,-1.224,0.05,1.00E+03,-4.19E+03,-1159.6,0.05,0.05,49.698,safe
9,74519.8,118.7984101,31.89450508,77.777,79.61,12.01,-0.504,0.01,7.74E+02,-2.69E+03,-2080.4,0.01,-0.12,1.117,safe
9,80514,118.7111452,31.90545592,98.006,324.67,26.1,-0.828,-0.04,1.00E+03,-4.86E+02,-1115.3,-0.04,-0.05,17.833,safe
9,75802.9,118.82047,31.87794515,57.22,322.23,21.93,2.016,-0.11,1.76E+02,-5.84E+03,-1477.8,-0.11,-0.1,13.708,safe
10,80426.5,118.7192887,31.89548247,110.464,317.37,30.77,-1.008,-0.13,1.00E+03,-1.26E+03,-1122.6,-0.13,0.08,22.518,safe
8,74013.8,118.8036192,31.89533877,44.713,264.82,9.58,-0.18,-0.17,3.05E+02,-1.12E+03,-1895.2,-0.17,0.04,-0.057,safe
9,75726.8,118.8236128,31.87720667,57.621,272.77,13.36,-0.432,-0.12,1.68E+02,-6.06E+03,-1527.2,-0.12,-0.04,7.211,safe
10,80558.8,118.7015905,31.91241828,99.358,299.4,31.97,-0.864,0.05,1.00E+03,4.17E+02,-1140.6,0.05,0.16,25.983,safe
10,83527.8,118.7391597,31.96861422,72.669,110.14,42.27,0.396,0.11,1.00E+03,-1.36E+03,-969.86,0.11,0.04,40.868,safe
9,73944.7,118.8066341,31.89556317,33.961,264.67,10.35,-0.18,-0.19,5.79E+02,-8.38E+02,-1895.3,-0.19,0.09,0.59,safe
8,75208.7,118.8126995,31.87099378,44.107,82.82,13.39,-0.108,-0.2,2.17E+02,-4.70E+03,-2077.2,-0.2,-0.1,6.044,safe
9,80207.9,118.7567016,31.88008335,105.891,276.47,56.1,1.692,0.09,1.00E+03,-4.80E+03,-1163.5,0.09,-0.03,48.436,safe
9,74944,118.8062518,31.87049992,75.57,260.93,20.16,-2.052,-0.14,6.94E+02,-3.29E+03,-1899.1,-0.14,0.02,12.986,safe
7,75455.7,118.8082753,31.88058965,59.541,344.36,14.62,0,-0.3,1.00E+03,-4.34E+03,-2175.6,-0.3,-0.22,6.282,safe
6,73401.4,118.8170182,31.89632265,1.059,153.96,10.14,0.072,0.3,1.00E+03,1.20E+02,-1646,0.3,-0.81,0.282,safe
8,72801.9,118.8179581,31.89610257,22.128,318.21,11.84,-0.18,-0.01,1.79E+02,8.51E+01,-761.79,-0.01,0.11,0.053,safe
9,83116.8,118.7029404,31.96106903,85.937,32.01,10.43,-1.044,-0.03,1.00E+03,-1.26E+03,-1048,-0.03,-0.15,10.428,safe
9,75217.5,118.8132574,31.87136587,36.065,339.93,12.96,-0.288,-0.02,6.78E+01,-4.76E+03,-2180.1,-0.02,0.21,5.638,safe
9,80750.7,118.6869202,31.92720678,90.514,341.08,18.87,-0.252,0,1.00E+03,1.76E+03,-1098.9,0,0,17.723,safe
10,75853.7,118.815944,31.87732105,97.018,254.74,11.04,0.648,0.11,9.86E+02,-6.35E+03,-1185.3,0.11,0.02,5.197,safe
10,75109.8,118.8019542,31.86923802,22.119,103.66,13.77,-0.324,0.03,1.92E+01,-3.70E+03,-2056.3,0.03,0.1,6.397,safe
10,83114.4,118.7026293,31.96064415,80.242,32.21,10.87,-1.548,0.1,1.00E+03,-1.23E+03,-1047.8,0.1,-0.09,11.253,safe
5,81211.2,118.677055,31.93636678,1.483,250.58,26.14,2.16,-0.25,2.53E-01,1.83E+03,-1189.4,-0.25,0.01,15.75,safe
9,74422.1,118.7918733,31.89021232,13.443,113.69,21.74,-0.576,0.16,1.09E+01,-2.16E+03,-2046.3,0.16,0.07,10.987,safe
10,80642.1,118.6966936,31.91486627,35.324,300.52,29.54,0,0.2,1.64E+02,8.82E+02,-1139.5,0.2,-0.09,23.219,safe
8,74541,118.8030035,31.89501633,43.469,52.14,9.19,0.072,0.07,5.40E+01,-3.13E+03,-2107.9,0.07,0.12,-0.713,safe
8,83657.4,118.760496,31.96919453,57.256,223.83,25.89,-0.792,0.41,7.95E+01,-2.41E+03,-856.17,0.41,-0.43,23.297,safe
10,80727.7,118.6893259,31.92168833,103.185,335.43,26.1,-0.396,0.1,1.00E+03,1.58E+03,-1104.6,0.1,-0.1,19.994,safe
9,83004.8,118.6903938,31.95341783,72.869,80.12,11.41,0.144,0.11,2.74E+02,-1.84E+02,-999.88,0.11,-0.01,7.629,safe
9,75527.9,118.8117838,31.88217123,75.226,78.77,11.3,-0.216,-0.07,9.71E+02,-4.67E+03,-2081.2,-0.07,0.18,4.646,safe
7,73249.7,118.8170175,31.89632597,0.936,131.31,10.76,-0.072,0.27,3.13E-02,1.19E+02,-1308.7,0.27,-0.61,0.326,safe
9,74853.9,118.8117565,31.87327752,83.086,151.19,10.39,-0.504,-0.33,7.93E+02,-2.77E+03,-2008.8,-0.33,-0.3,4.855,safe
9,83844.4,118.7581958,31.96850288,11.201,269.76,24.62,0.504,-0.05,9.69E+00,-2.60E+03,-810.24,-0.05,0.15,23.124,safe
7,74713.2,118.8059626,31.88795588,54.056,170.55,9.7,0.972,0.42,1.00E+03,-3.27E+03,-1989.5,0.42,-0.01,0.261,safe
10,81111.1,118.6774553,31.93658958,6.915,241.6,22.01,-0.144,0.17,8.15E+00,1.87E+03,-1198.4,0.17,-0.21,15.028,safe
10,82639.3,118.6762654,31.93614818,1.225,226.3,22.32,0.144,-0.02,4.77E-01,1.79E+03,-1213.7,-0.02,0.01,18.149,safe
6,72252.7,118.8188234,31.89279988,1.199,337.46,10.26,0.36,0.34,3.85E-02,2.79E-01,-382.54,0.34,0.13,0.031,safe
8,74434.7,118.7927334,31.89107417,44.18,40.14,17.92,-1.044,0.12,4.30E+02,-2.23E+03,-2119.9,0.12,-0.08,7.056,safe
10,80451.9,118.71459,31.90075088,99.396,327.89,33.69,-0.468,0.05,1.00E+03,-8.12E+02,-1112.1,0.05,0.02,26.147,safe
9,80139.2,118.7652203,31.87981558,102.588,268.45,41.58,1.8,0.19,7.31E+02,-5.45E+03,-1171.6,0.19,-0.01,34.202,safe
10,83414.9,118.7325636,31.97246017,29.29,132.74,27.54,0.828,-0.04,9.32E+01,-1.98E+03,-947.26,-0.04,0.01,26.145,safe
10,80436.1,118.7172857,31.89745788,104.218,321.3,30.18,0.9,-0.03,1.00E+03,-1.07E+03,-1118.7,-0.03,-0.14,22.684,safe
7,74726.9,118.8064032,31.88555218,76.619,171.46,7.84,0.288,-0.09,1.00E+03,-3.23E+03,-1988.5,-0.09,-0.24,0.772,safe
7,74555.8,118.8047558,31.89535563,20.621,83.01,9.67,0.036,-0.26,5.00E+01,-3.29E+03,-2077,-0.26,0.11,-0.721,safe
6,74757.1,118.8079587,31.88088113,68.864,163.71,11.12,-0.072,-0.05,1.00E+03,-3.08E+03,-1996.3,-0.05,-0.01,3.167,safe
10,83514.8,118.7370472,31.96943565,51.596,119.64,39.06,0.972,0.2,5.03E+02,-1.56E+03,-960.36,0.2,0.2,38.448,safe
9,75624.2,118.8226427,31.88310255,84.148,88.11,10.02,-0.036,-0.08,1.00E+03,-5.70E+03,-2071.9,-0.08,-0.01,4.289,safe
9,75512.2,118.8086858,31.88176663,50.401,82.11,12.74,-0.216,0.11,3.01E+02,-4.38E+03,-2077.9,0.11,-0.06,6.088,safe
6,74803.1,118.808313,31.8798191,72.09,164.19,15.16,0.18,0,8.83E+02,-3.05E+03,-1995.8,0,-0.22,5.276,safe
6,72639,118.8188856,31.89271693,8.164,70.32,9.27,-0.216,-0.03,7.70E+00,-5.76E+00,-649.68,-0.03,-0.09,-0.093,safe
8,75535.3,118.8134091,31.88234015,52.098,80.99,10.04,-0.504,-0.54,5.65E+02,-4.82E+03,-2079,-0.54,0.14,3.752,aggressive
6,72813.3,118.8172723,31.89634387,14.477,266.8,11.04,-0.18,-0.43,2.53E+01,1.34E+02,-813.2,-0.43,0.3,-0.378,safe
7,75237.4,118.8120681,31.87329657,25.57,333.59,12.92,0,-0.35,1.36E+02,-4.65E+03,-2186.4,-0.35,0.11,5.762,safe
6,72633.8,118.8187721,31.89272168,8.707,142.53,9.31,-0.072,0.11,1.37E+01,-3.05E+00,-577.47,0.11,0.17,-0.12,safe
9,80109.9,118.7742882,31.87981998,106.965,277.36,30.48,-0.036,-0.03,1.00E+03,-5.24E+03,-1162.6,-0.03,-0.07,23.004,safe
10,83243,118.7148447,31.97539363,72.272,54.59,10.27,0.324,-0.15,1.00E+03,-2.38E+03,-1025.4,-0.15,0.04,7.652,safe
10,83410.2,118.7321402,31.97279008,58.038,132.61,26.73,1.224,-0.09,3.38E+02,-2.02E+03,-947.39,-0.09,-0.03,24.981,safe
8,75225.6,118.8127535,31.87217758,49.249,331.6,12.51,-0.18,0.03,2.33E+02,-4.71E+03,-2188.4,0.03,0.11,5.019,safe
9,80324.7,118.7337253,31.88420142,106.227,297.15,52.85,-0.396,-0.14,1.00E+03,-2.62E+03,-1142.9,-0.14,-0.01,44.975,safe
9,83036.7,118.6975224,31.95530252,84.374,57.61,10.08,0.252,0.03,3.36E+02,-7.47E+02,-1022.4,0.03,0,9.017,safe
9,80838.1,118.6820746,31.93588903,52.14,340.35,23.01,0.576,-0.07,3.15E+02,2.17E+03,-1099.7,-0.07,-0.24,12.472,safe
9,83402.5,118.73087,31.97379128,86.254,133.74,22.71,1.296,-0.1,7.23E+02,-2.14E+03,-946.26,-0.1,-0.04,21.939,safe
10,83255.8,118.7169762,31.97635917,57.631,66.93,9.28,-0.576,-0.16,3.40E+02,-2.58E+03,-1013.1,-0.16,-0.04,7.375,safe
7,74713.7,118.8059759,31.88788865,56.311,169.98,10.01,0.864,0.06,5.49E+02,-3.27E+03,-1990,0.06,0.36,0.391,safe
9,83121.5,118.7036203,31.96197818,96.469,32.77,9.66,-1.224,0.02,1.00E+03,-1.32E+03,-1047.2,0.02,0.04,8.493,safe
9,75614.3,118.8200864,31.8830333,89.62,88.22,9.32,0.324,0.11,1.00E+03,-5.46E+03,-2071.8,0.11,0.09,3.68,safe
10,80622.1,118.6971072,31.91466682,4.629,300.97,29.69,-0.252,-0.26,6.84E+00,8.43E+02,-1139,-0.26,0.02,23.4,safe
8,74043.9,118.7986017,31.89493998,77.866,262.24,12.06,0.504,-0.11,6.88E+02,-1.60E+03,-1897.8,-0.11,0.25,1.524,safe
8,74138.7,118.7955795,31.89362627,44.697,220.69,14.65,0.468,-0.01,1.00E+03,-1.88E+03,-1939.3,-0.01,0.18,4.343,safe
8,82755.2,118.6691878,31.93917295,94.6,8.33,20.73,0.036,0.06,1.00E+03,1.53E+03,-1071.7,0.06,-0.03,16.237,safe
7,81233,118.6768216,31.9363105,20.497,238.38,24.12,0.18,-0.12,8.51E+01,1.81E+03,-1561.6,-0.12,0.05,17.904,safe
10,83517.5,118.7374184,31.96926213,55.496,118.55,39.74,1.188,0.14,5.30E+02,-1.52E+03,-961.45,0.14,-0.17,39.071,safe
10,83534.7,118.7406889,31.9682236,84.812,105.49,41.31,-0.216,0.14,1.00E+03,-1.21E+03,-974.51,0.14,0.12,40.526,safe
10,83433.3,118.7333513,31.97184942,10.979,132.59,28.6,0.288,-0.07,2.39E+01,-1.91E+03,-947.41,-0.07,0.17,28.459,safe
10,80854.1,118.6817957,31.93787852,47.476,304.82,26.51,1.548,0.04,8.43E+01,2.20E+03,-1135.2,0.05,0.3,17.421,safe
10,75950.2,118.7984937,31.87574192,108.423,273.39,22.93,-2.052,0.11,1.00E+03,-7.53E+03,-1166.6,0.11,-0.04,16.081,safe
7,81233.9,118.6767789,31.93628742,18.218,237.43,23.99,0.18,-0.24,4.83E+01,1.81E+03,-1562.6,-0.24,0.14,17.933,safe
9,75551.2,118.8148225,31.88254972,53.913,81.81,9.3,-0.252,0.04,1.00E+03,-4.96E+03,-2078.2,0.04,0.04,3.191,safe
6,80516.1,118.710792,31.90588473,97.551,322.71,25.53,-0.216,0.03,1.00E+03,-4.53E+02,-1117.3,0.03,0.09,17.149,safe
10,80452.4,118.7145125,31.90085632,99.686,327.89,33.58,-0.468,-0.05,1.00E+03,-8.05E+02,-1112.1,-0.05,0.04,26.068,safe
7,74218.8,118.7924604,31.89089113,30.541,222.67,18.68,0.54,-0.07,1.00E+03,-2.10E+03,-1937.3,-0.07,-0.02,7.757,safe
6,72647,118.818907,31.8929582,21.376,342.54,9.26,-0.108,0.06,4.38E+01,-8.15E+00,-737.46,0.06,0.25,-0.245,safe
8,73852.8,118.8145579,31.89609715,52.75,265.44,10.8,-0.072,0.05,1.00E+03,-1.09E+02,-1894.6,0.05,-0.39,0.563,safe
10,80617.7,118.6973437,31.91454272,41.284,300.52,29.72,-0.072,-0.38,9.39E+02,8.20E+02,-1139.5,-0.38,-0.01,23.531,safe
9,80254.7,118.7424948,31.88206635,103.141,280.46,59.52,1.008,0.02,1.00E+03,-3.45E+03,-1159.5,0.02,-0.07,51.842,safe
6,72703.7,118.818747,31.89387163,23.018,314.08,10.49,0.324,0.21,1.77E+02,1.02E+01,-765.92,0.21,-0.05,-0.333,safe
10,80645.2,118.696373,31.91502783,45.521,301.46,29.79,-0.036,0.26,1.00E+03,9.12E+02,-1138.5,0.26,-0.11,23.152,safe
8,74022.2,118.8026466,31.8952297,43.982,263.1,10.02,-0.072,0.03,2.28E+02,-1.21E+03,-1896.9,0.03,0.17,0.093,safe
8,82726.7,118.6703651,31.93361842,67.178,326.5,15.96,0.18,0.2,1.81E+02,1.42E+03,-1113.5,0.2,-0.49,11.884,safe
10,83312,118.7201007,31.97712092,83.07,79.69,6.76,-0.108,0.1,6.40E+02,-2.88E+03,-1000.3,0.1,-0.16,5.037,safe
7,82928.3,118.6832672,31.95142222,68.401,62.33,10.97,-0.144,0.26,1.00E+03,4.90E+02,-1017.7,0.26,0.3,7.692,safe
9,75211.7,118.8130558,31.87102905,34.372,79.74,13.14,-0.468,-0.1,6.62E+01,-4.74E+03,-2080.3,-0.1,0.18,5.787,safe
10,83405.1,118.7313513,31.97340403,85.144,133.15,24.16,1.584,-0.23,1.00E+03,-2.10E+03,-946.85,-0.23,-0.05,22.947,safe
8,74222.2,118.7922619,31.8906963,30.895,220.48,19.93,1.044,-0.18,1.54E+02,-2.12E+03,-1939.5,-0.18,-0.07,8.505,safe
8,83558,118.7470528,31.9682803,86.153,78.96,34.12,-1.08,-0.04,1.00E+03,-1.25E+03,-1001,-0.04,-0.02,33.704,safe
8,74137.1,118.7957117,31.89375193,39.717,222.3,14.49,0.54,0.14,2.11E+02,-1.87E+03,-1937.7,0.14,0.41,4.172,safe
7,75459.2,118.8081153,31.88105633,48.015,344.77,14.14,0.144,-0.12,2.23E+02,-4.32E+03,-2175.2,-0.12,-0.13,6.519,safe
9,75447.6,118.8088067,31.8790356,84.856,343.89,14.3,0.324,0.13,1.00E+03,-4.39E+03,-2176.1,0.13,0.04,5.508,safe
7,83849.6,118.7579388,31.9685212,19.063,274.38,26.07,0.432,0.01,6.15E+01,-2.58E+03,-805.62,0.01,-0.11,23.539,safe
7,83025.9,118.6951817,31.9542874,76.89,72.05,10.71,-0.18,-0.04,5.03E+02,-5.25E+02,-1008,-0.04,-0.18,9.102,safe
10,83057.7,118.7007409,31.95806162,73.692,33.82,13.77,0.288,-0.07,9.02E+02,-1.05E+03,-1046.2,-0.07,-0.02,13.33,safe
8,74515.4,118.7974795,31.89428348,71.448,68.74,12.93,-0.72,-0.05,8.53E+02,-2.60E+03,-2091.3,-0.05,0.06,1.856,safe
7,83859.8,118.7574313,31.96820565,32.299,197.07,28.87,1.044,0.15,1.64E+02,-2.61E+03,-882.93,0.15,0.08,24.958,safe
10,83434.2,118.7333768,31.9718285,14.473,131.15,28.81,0.108,-0.11,3.68E+01,-1.90E+03,-948.85,-0.11,0.09,28.535,safe
6,72814.7,118.8172104,31.89634098,14.804,269.45,11.34,0.252,-0.23,8.76E+00,1.29E+02,-810.55,-0.23,-0.12,-0.345,safe
8,74001.9,118.8051142,31.89545072,36.592,262.58,10.53,-0.756,-0.09,1.00E+03,-9.81E+02,-1897.4,-0.09,0.22,0.984,safe
7,74459.7,118.795238,31.8930081,62.011,49.86,16.98,-0.144,0.16,1.00E+03,-2.39E+03,-2110.1,0.16,-0.21,3.734,safe
8,83611.7,118.7504156,31.96876065,92.883,79.73,30.42,-1.152,0.1,1.00E+03,-1.57E+03,-1000.3,0.1,-0.06,30.136,safe
10,82654.6,118.6753503,31.93546712,47.482,235.68,23.17,0.036,0.01,1.00E+03,1.71E+03,-1204.3,0.01,-0.09,19.269,safe
5,72650.3,118.8188391,31.89316232,27.762,342.94,9.64,0.288,0.08,3.23E+02,-1.98E+00,-737.06,0.08,0.01,-0.074,safe
10,82710.5,118.6729996,31.93393188,71.983,229.07,17.49,-1.692,0.08,7.81E+02,1.48E+03,-1210.9,0.08,0.16,14.063,safe
10,80815.6,118.68453,31.93214822,85.253,332.4,14.71,-1.044,0.32,6.67E+02,1.99E+03,-1107.6,0.32,0.11,12.39,safe
8,74815.2,118.8088255,31.87825208,62.848,163.47,12.12,0.288,0.18,5.26E+02,-3.00E+03,-1996.5,0.18,-0.4,4.944,safe
9,80120.5,118.7709225,31.87998798,108.011,270.11,32.85,1.728,0.12,1.00E+03,-4.92E+03,-1169.9,0.12,0.04,25.371,safe
9,83003.4,118.6901007,31.95338385,71.337,82.67,11.41,0.072,0.09,3.18E+02,-1.56E+02,-997.33,0.09,-0.24,7.631,safe
9,74621.8,118.8052467,31.89538672,23.929,85.43,10,0.18,0.18,3.01E+02,-3.33E+03,-2074.6,0.18,-0.09,-0.301,safe
7,74552,118.8042744,31.89531815,55.89,84.71,9.54,0.468,-0.25,1.00E+03,-3.25E+03,-2075.3,-0.25,0.08,-0.887,safe
10,83413.3,118.732456,31.972545,35.334,132.67,27.33,0.576,-0.13,2.22E+02,-1.99E+03,-947.33,-0.13,-0.08,25.822,safe
9,73933.1,118.8080169,31.89566267,44.737,264.96,10.69,-0.144,-0.03,1.00E+03,-7.07E+02,-1895,-0.03,0.09,0.848,safe
9,83400.3,118.7304767,31.97412345,84.412,134.24,21.8,1.188,-0.07,1.00E+03,-2.18E+03,-945.76,-0.07,-0.11,21.123,safe
9,80113.5,118.773155,31.87992143,108.513,274.53,30.87,0.684,0.08,1.00E+03,-5.14E+03,-1165.5,0.08,0.15,23.306,safe
8,84024.2,118.7567873,31.96269372,3.498,193.43,19.95,0.144,-0.14,4.35E+00,-2.67E+03,-1246.6,-0.14,-0.06,20.326,safe
5,72812.9,118.8172911,31.89634507,17.318,262.14,11.01,-0.252,-0.4,1.61E+01,1.35E+02,-817.86,-0.4,-0.08,-0.353,safe
8,74908.5,118.8128257,31.8713343,30.352,203.94,11.48,0.648,0.03,2.63E+01,-2.67E+03,-1956.1,0.03,0.06,4.982,safe
10,83413.7,118.732485,31.97252197,32.737,133.18,27.39,0.756,-0.28,4.34E+02,-1.99E+03,-946.82,-0.28,0.05,25.901,safe
10,75828.8,118.8214069,31.87912868,52.361,215.86,15.77,-0.396,-0.06,7.37E+01,-5.84E+03,-1224.1,-0.06,-0.32,7.907,safe
7,74050,118.7972874,31.8946443,74.164,247.04,13.03,0.648,-0.44,2.95E+02,-1.72E+03,-1913,-0.44,0.12,2.588,safe
8,82800.4,118.6695029,31.94041628,99.528,16.48,19.8,-1.116,-0.06,5.11E+02,1.50E+03,-1063.5,-0.06,-0.08,15.444,safe
8,82800.7,118.6695284,31.94048813,99.729,16.73,19.69,-1.26,0.05,1.00E+03,1.50E+03,-1063.3,0.05,0.02,15.35,safe
9,83305.1,118.7185589,31.97681707,69.395,75.28,7.85,-0.756,0.1,4.80E+02,-2.73E+03,-1004.7,0.1,0.2,6.01,safe
9,81239.3,118.6765246,31.93620157,19.164,280.99,23.46,-0.036,0.02,1.50E+01,1.79E+03,-1519,0.02,-0.43,18.136,safe
8,74433.6,118.7926434,31.8909764,45.701,37.17,18.14,-1.116,-0.39,1.62E+02,-2.23E+03,-2122.8,-0.39,-0.11,7.391,safe
9,75753.8,118.8215215,31.87733747,37.145,283.24,16.93,1.116,0.26,1.04E+02,-5.94E+03,-1516.8,0.26,0.08,9.293,safe
9,80304.3,118.7396217,31.88251288,102.89,281.47,60.19,-0.684,0.03,1.00E+03,-3.18E+03,-1158.5,0.03,-0.14,52.715,safe
10,75901.7,118.8136615,31.87682533,103.615,256.3,13.7,1.368,0.03,1.00E+03,-6.56E+03,-1183.7,0.03,0.18,7.22,safe
7,74655.4,118.8057774,31.89035907,74.839,175.34,8.98,-0.432,0.02,1.00E+03,-3.29E+03,-1984.7,0.02,0.11,-0.062,safe
10,83114.6,118.7026545,31.96067835,80.685,32.32,10.82,-1.116,0,1.00E+03,-1.23E+03,-1047.7,0,-0.09,11.185,safe
10,83310.8,118.7198161,31.97707032,81.234,76.67,6.82,-0.252,0.03,1.00E+03,-2.85E+03,-1003.3,0.03,-0.06,5.105,safe
8,75210.5,118.8129252,31.87101458,41.262,83.98,13.23,-0.576,-0.02,5.53E+01,-4.73E+03,-2076,-0.02,0.25,5.926,safe
10,83334.6,118.7247193,31.97688247,76.674,103.77,13.14,1.8,0.13,5.46E+02,-2.72E+03,-976.23,0.13,-0.14,10.962,safe
5,74800.8,118.8081689,31.88022735,75.569,163.49,15.28,4.572,0.4,6.22E+02,-3.06E+03,-1996.5,0.4,0.8,3.782,safe
7,83848.4,118.7580046,31.96851648,18.36,274.72,25.81,0.288,0.01,5.44E+01,-2.58E+03,-805.28,0.01,0.13,23.447,safe
7,74712.1,118.8059384,31.88809603,50.138,172.06,8.95,0.468,-0.17,1.88E+02,-3.27E+03,-1987.9,-0.17,0.34,0.026,safe
8,75716.8,118.8252215,31.87780378,61.199,218.57,15.07,2.34,-0.03,2.78E+02,-5.93E+03,-1581.4,-0.03,-0.23,6.822,safe
9,75752.2,118.8216796,31.87731252,30.812,276.17,16.09,0.9,0.01,5.96E+01,-5.96E+03,-1523.8,0.01,0.07,8.876,safe
10,83435.5,118.7334208,31.97179227,16.439,132.92,29.02,0.468,-0.24,1.00E+03,-1.90E+03,-947.08,-0.24,0.1,28.647,safe
10,83314,118.7205871,31.9771728,83.063,84.89,6.85,-0.036,0,8.26E+02,-2.93E+03,-995.11,0,-0.04,5.058,safe
5,72708,118.8186031,31.89410943,27.786,344.46,10.47,-0.108,-0.09,1.68E+02,2.41E+01,-735.54,-0.09,0.22,-0.351,safe
8,74534.8,118.801979,31.89480053,72.817,84.2,10.1,-0.252,-0.16,8.48E+02,-3.03E+03,-2075.8,-0.16,0.17,-0.289,safe
8,83611.1,118.7502559,31.96873505,91.802,79.75,30.55,-0.972,0.07,4.26E+02,-1.55E+03,-1000.3,0.07,-0.11,30.3,safe
8,83030.5,118.6961727,31.95464518,83.108,63.25,9.69,-0.504,0.22,1.00E+03,-6.19E+02,-1016.8,0.22,0.01,8.932,safe
9,75154,118.8102825,31.87066603,73.672,84.81,17.64,-1.836,0.13,1.00E+03,-4.47E+03,-2075.2,0.13,-0.24,10.468,safe
5,82833.4,118.6748934,31.94624537,80.319,51.08,10.88,-2.016,-0.26,7.43E+00,1.19E+03,-1028.9,-0.26,0.48,7.77,safe
6,72219,118.8188235,31.89279838,0.856,179.27,9.6,0.144,0.24,1.00E+03,1.96E-01,-180.73,0.24,-0.76,-0.006,safe
8,74209.7,118.7929912,31.89135857,22.016,227.03,15,0.648,-0.16,3.75E+01,-2.05E+03,-1933,-0.16,-0.02,5.903,safe
9,74525.2,118.7996809,31.89463128,82.536,82.94,11.33,-0.108,0.13,5.71E+02,-2.81E+03,-2077.1,0.13,0.67,0.435,safe
10,75810.9,118.8200321,31.8790698,62.572,1,21.92,-1.764,0.05,1.62E+02,-5.80E+03,-1439,0.05,-0.27,13.695,safe
10,83020.8,118.6941143,31.9540596,71.848,77.04,11.38,0.288,0.13,1.00E+03,-4.25E+02,-1003,0.13,0.02,8.899,safe
